Lastname,Name,Team,Position,Games Played,Goals,Missed,Field Goals,Penalty Goals,Shooting Accuracy,Assists,Technical Faults,Steals,Blocks,Yellow Cards,2 Min Exclusion,Red Cards,Blue Cards,Season,Tier
Wendel,Samuel,KON,LW,24,33,17,33,0,0.66,1.0,2,5,0,3,3,0,0,19/20,B
Gonschor,Fynn,VFL,LW,24,32,10,31,1,0.7619,0.0,3,4,0,0,1,0,0,19/20,B
Asmuth,Jan,SGB,,24,31,19,31,0,0.62,7.0,4,3,5,12,23,1,0,19/20,B
Weck,Alexander,GUM,LB,10,31,34,31,0,0.4769,24.0,3,1,3,1,2,0,0,19/20,B
Herzig,Fynn,GUM,LB,23,31,30,31,0,0.5082,16.0,13,1,0,1,3,0,0,19/20,B
Speckmann,Jan-Eric,NLB,LW,24,31,10,24,7,0.7561,0.0,1,1,1,2,5,0,0,19/20,B
Marcec,Martin,SGB,LW,16,30,14,23,7,0.6818000000000001,5.0,4,4,0,0,2,0,0,19/20,B
Kress,Soren,TVE,CB,23,30,26,28,2,0.5357,15.0,12,2,1,5,5,0,0,19/20,B
Gempp,Patrick,WÖW,P,23,29,11,29,0,0.725,7.0,16,4,9,8,3,0,0,19/20,B
Vanco,Marek,ELB,LW,24,29,16,29,0,0.6444,6.0,6,3,0,1,3,0,0,19/20,B
Huter,Ian,DOR,CB,13,29,22,29,0,0.5686,27.0,24,15,1,4,4,0,0,19/20,B
Kasal,Michal,ELB,LB ,23,29,37,29,0,0.4393999999999999,12.0,9,1,3,5,5,1,0,19/20,B
Racic,Marko,EIS,P,23,29,17,29,0,0.6304,6.0,14,2,9,12,22,3,0,19/20,B
Hild,Matthias,KON,RB,24,29,22,29,0,0.5686,1.0,4,2,0,4,3,0,0,19/20,B
Quade,Henning,ELB ,P,23,28,4,28,0,0.875,5.0,2,1,3,3,14,1,0,19/20,B
Drager,Yannick,TVE ,P,16,28,17,28,0,0.6222,6.0,11,3,15,7,20,2,0,19/20,B
Wicklein,Jan,FER,RW,21,28,19,28,0,0.5957,3.0,4,0,1,0,3,0,0,19/20,B
Jurdzs,Aivis,TVE,LB,6,27,24,27,0,0.5294,15.0,5,0,8,1,5,0,0,19/20,B
Lambrecht,Moritz,TVH,P,24,27,15,27,0,0.6429,13.0,4,9,6,14,19,0,0,19/20,B
Roth,Felix,AUE,RW,21,27,16,27,0,0.6279,0.0,3,2,0,2,3,1,0,19/20,B
Rink,Thomas,FER,P,23,27,15,27,0,0.6429,3.0,999,1,6,14,11,1,0,19/20,B
Luciano,Dominic,KRF,P,24,27,21,27,0,0.5625,1.0,20,2,4,6,8,0,0,19/20,B
Slachta,Petr,AUE,P,24,26.0,3,26,0,0.8966,10.0,4,5,25,4,9,0,0,19/20,B
Murkoster,Justin,EIS ,P,22,25,9,25,0,0.7353000000000001,2.0,3,3,2,6,11,0,0,19/20,B
Schneider,Lucas,FER,RB,-19,25,18,25,0,0.5814,14.0,13,3,2,3,7,0,0,19/20,B
Villgrattner,Luis,GUM,CB,23,25,11,23,2,0.6944,10.0,7,1,2,2,1,0,0,19/20,B
Ulshofer,Jonas,EIS,CB,23,25,15,25,0,0.625,10.0,8,1,0,0,0,0,0,19/20,B
Wostmann,Dorian,KRF,LW,22,24,17,24,0,0.5854,2.0,4,5,1,2,5,0,0,19/20,B
Dayan,Yonatan,GUM,CB,24,24,8,24,0,0.75,18.0,12,0,0,2,3,0,0,19/20,B
Versteijnen,Niels Gerardus,VFL,RB,6,23,24,17,6,1.57,9.0,6,0,1,0,2,0,0,19/20,B
Naumann,Sebastian,AUE,RW,22,22,25,22,0,0.4681,,4,2,0,2,3,1,0,19/20,B
Bohm,Lukas,WÖW,,24,22,24,22,0,1.57,8.0,10,0,3,4,2,0,0,19/20,B
Schwabe,Jakob,ASV,P,18,21,9,21,0,0.7,2.0,4,1,7,2,8,0,0,19/20,B
Claasen,Tim,VFL,CB,23,21,14,21,0,0.6,14.0,12,0,0,0,1,0,0,19/20,B
Timm,Marcel,COB,P,18,21,9,21,0,0.7,11.0,999,2,11,8,13,0,0,19/20,B
Walczak,Patryk,NLB,P,21,21.0,7,21,0,0.75,7.0,8,1,3,8,21,3,0,19/20,B
Ranke,Fynn,VFL,P,19,20,10,20,0,0.6667000000000001,1.0,12,1,6,8,8,1,0,19/20,B
Ridder,Carsten,TUE,LB,20,20,16,20,0,0.5556,30.0,10,1,3,13,8,0,0,19/20,B
Noll,Pascal,DOR,LW,14,20,9,20,0,0.6897,,1,0,0,0,4,0,0,19/20,B
Axmann,Dominik,HSV,LB,14,20,8,19,1,0.7143,9.0,2,2,1,1,3,0,0,19/20,B
Urios Gonzales,Rolando,TUE ,P,24,20,6,20,0,0.7692,6.0,7,1,2,5,15,1,0,19/20,B
Weber,Sebastian,COB,P,21,19,8,19,0,0.7037,,1,3,1,4,2,0,0,19/20,B
Hoffmann,Robin,ELB,RW,23,19,15,19,0,0.5588000000000001,,7,0,0,2,9,0,0,19/20,B
Klein,Johannes,TVH,LB,23,19,16,19,0,0.5428999999999999,12.0,7,2,0,5,7,0,0,19/20,B
Kolk,Paul,TVE,LW,24,19.0,20,19,0,0.4871999999999999,1.0,6,4,0,1,5,0,0,19/20,B
Neitsch,Magnus,FER,LW,19,19,11,19,0,0.6333,2.0,1,0,0,0,4,0,0,19/20,B
Stotz,Michel,KON,P,24,19,4,19,0,0.8261,0.0,6,0,2,3,5,0,0,19/20,B
Jungemann,Philip,ELB,P,24,18,8,18,0,0.6923,5.0,5,4,12,13,19,0,0,19/20,B
Spross,Felix,COB,LW,22,17,17,17,0,0.5,15.0,999,0,0,0,0,0,0,19/20,B
Schimmelbauer,Tobias,HSV,LW,-15,17,14,17,0,0.5484,5.0,3,5,5,10,9,0,0,19/20,B
Bagaric,Marko,NLB,,22,17,11,17,0,0.6071,15.0,9,1,24,11,19,1,0,19/20,B
Schade,Moritz,NLB ,P,24,16,9,16,0,0.64,6.0,4,1,13,10,15,2,0,19/20,B
Stavast,Ivar,ASV,CB,-18,16,19,15,1,0.4571,20.0,13,1,0,0,3,0,0,19/20,B
Vonnahme,Jonas,KRF,LB,24,15,20,15,0,0.4286,11.0,8,1,5,7,19,0,0,19/20,B
Basic,Marijan,FER,CB,17,15,20,15,0,0.4286,19.0,21,3,0,1,1,0,0,19/20,B
Genda,Pawel,VFL ,LB,7,15,11,15,0,0.5769,3.0,999,4,1,2,2,0,0,19/20,B
Kretschmer,Nils Holger,ELB,Left Back,7,14,12,9,5,0.5385,3.0,2,2,1,2,7,1,0,19/20,B
Kruger,Felix,KON,RB,19,14,16,14,0,0.4667,2.0,5,2,1,0,6,0,0,19/20,B
Jaeger,Felix,KRF,LB,11,14,16,14,0,0.4667,3.0,9,1,2,1,2,0,0,19/20,B
Ronningen,Vetle,SGB,LB,24,14,18,14,0,0.4375,2.0,8,3,9,12,15,1,0,19/20,B
Baumgartner,Florian,GUM,RB,10,13,14,13,0,0.4815,10.0,8,0,6,0,2,0,0,19/20,B
Mojzis,Jan,TVE,P,17,13,10,12,1,0.5652,,7,4,2,5,10,3,0,19/20,B
Pretzewofsky,Jan,ASV,RW,24,12,5,12,0,0.7059000000000001,2.0,1,1,0,0,1,0,0,19/20,B
Gierak,Lukasz,NLB ,CB,22,12,14,12,0,0.4614999999999999,9.0,8,1,3,8,5,0,0,19/20,B
Skorupa,Paul,KRF,P,4,12,1,12,0,0.9231,0.0,0,0,0,3,3,0,0,19/20,B
Doll,Jan,SGB,RW,10,11,10,10,1,0.5238,1.0,0,0,0,0,2,0,0,19/20,B
Vlahovic,Nikola,SGB,LB,17,11,14,11,0,0.44,10.0,6,3,3,2,8,0,0,19/20,B
Moller,Marcel,VFL,P,21,11,7,11,0,0.6111,0.0,3,0,0,0,0,0,0,19/20,B
Trost,Max,SGB,LB,10,11,14,11,0,0.44,3.0,0,1,2,3,5,0,0,19/20,B
Waschul,Martin,VFL,CB,-22,10,9,10,0,0.5263,11.0,9,12,17,13,21,3,0,19/20,B
Keupp,Tim,KON,LB,23,10.0,19,10,0,0.3448,4.0,5,0,0,2,1,0,0,19/20,B
Schoneseiffen,Sebastian,KRF,CB,6,10,9,2,8,0.5263,1.0,4,1,0,0,0,0,0,19/20,B
Lux,Kevin,AUE,P,11,10,3,10,0,0.7692,0.0,2,2,2,8,6,1,0,19/20,B
Dangers,Markus,KON,P,4,10,4,10,0,0.7143,2.0,2,1,0,0,1,0,0,19/20,B
Backs,Fin,WÖW,LW,23,10.0,6,10,0,0.625,1.0,2,2,0,0,3,0,0,19/20,B
Vogt,Dominik,HSV ,P,15,10,3,10,0,0.7692,0.0,7,0,4,5,7,0,0,19/20,B
Smits,Jorn,TVE,lb,11,10,4,10,0,0.7143,1.0,4,1,1,0,4,0,0,19/20,B
Schalles,Maxim,TVE,Right Wing,9,10,10,10,0,0.5,0.0,1,6,0,0,2,0,0,19/20,B
Damm,Julian,TVE,P,22,10.0,10,10,0,0.5,1.0,4,2,0,0,3,1,0,19/20,B
Hahn,Tobias,TVH ,RW,14,9.0,8,8,1,0.5294,1.0,1,2,0,1,2,0,0,19/20,B
Hansen,David,KRF,LB,8,9,14,9,0,0.3913,2.0,2,0,0,0,1,0,0,19/20,B
Haller,Robin,GUM,LB,13,9,16,9,0,0.36,8.0,8,0,1,0,0,0,0,19/20,B
Kelm,Dominic,COB,P,7,9,0,9,0,1.0,,0,0,0,0,1,0,0,19/20,B
Richardt,Jonas,EIS,RB,18,9,4,9,0,0.6923,4.0,2,1,1,0,2,0,0,19/20,B
Schroeder,Julius,AUE,CB,21,9,9,9,0,0.5,4.0,15,1,0,0,2,1,0,19/20,B
Meinhardt,Malte,GUM,LW,19,9,4,8,1,0.6923,1.0,1,1,0,0,0,0,0,19/20,B
Kontrec,Tin,GUM,P,24,8,6,8,0,0.5714,4.0,6,5,12,16,20,1,0,19/20,B
Potisk,Martin,EIS,CB,21,8,10,8,0,0.4443999999999999,11.0,8,1,0,0,2,0,0,19/20,B
Emanuel,Oskar,ELB,RB,8,8,3,8,0,0.7273000000000001,5.0,3,0,0,0,0,0,0,19/20,B
Czako,Aron,KON,LW,20,8,3,8,0,0.7273000000000001,0.0,3,0,0,0,0,0,0,19/20,B
Kleineidam,Jan,HSV,CB,10,7,6,7,0,0.5385,4.0,6,0,0,0,1,0,0,19/20,B
Knauer,Jakob,COB,RB,9,7,8,7,0,0.4667,4.0,999,0,1,1,1,0,0,19/20,B
Mundus,Marvin,NLB,CB,20,7,4,5,2,0.6364,2.0,0,0,0,0,0,0,0,19/20,B
Mrozowicz,Przemyslaw,VFL,LB,6,7,9,7,0,0.4375,4.0,2,0,0,2,2,0,0,19/20,B
Fuchs,Markus,ASV ,LB,24,6,6,6,0,0.5,13.0,2,7,21,16,19,1,0,19/20,B
Lilienfelds,Girts,COB,RB,13,6,2,6,0,0.75,7.0,5,0,0,0,1,0,0,19/20,B
Barwitzki,Moritz,FER,LW,11,6,4,6,0,0.6,0.0,1,0,0,0,0,0,0,19/20,B
Urban,Tomas,TVE,RW,4,6,2,6,0,0.75,3.0,2,1,0,0,0,0,0,19/20,B
Rebelo,Nuno,DOR,RB,14, 6 ,5,6,0,0.5455,0.0,1,0,0,0,2,0,0,19/20,B
Miljak,Duje,EIS,RB,24,5,4,5,0,0.5556,16.0,5,14,6,16,27,1,0,19/20,B
Muller,Jonas,FER,LB,11,5,15,5,0,0.25,0.0,0,0,0,1,2,0,0,19/20,B
Emanuel,Max,SGB ,RB,14,5.0,3,5,0,0.625,2.0,999,0,1,1,1,1,0,19/20,B
Karle,Felix,WÖW,RW,24,5,5,5,0,0.5,0.0,1,1,0,0,0,0,0,19/20,B
Tuminskis,Austris,AUE,LB,16,5,2,5,0,0.7143,2.0,1,0,0,1,0,0,0,19/20,B
Gorgen,Moritz,DOR,,5,5,1,5,0,0.8332999999999999,1.0,0,0,0,1,0,0,0,19/20,B
Eberlein,Sven,KRF,,6,5.0,21,5,0,0.1923,8.0,2,0,0,4,6,0,0,19/20,B
Ohler,Max,SGB,,23, 5 ,4,5,0,0.5556,3.0,5,2,0,0,2,0,0,19/20,B
Fick,Pelle Leo,HSV,rw,22,5,6,5,0,0.4545,0.0,1,1,0,1,0,0,0,19/20,B
Fernandes,Mario,TVH,P,11,4,3,4,0,0.5714,2.0,0,0,1,1,4,0,0,19/20,B
Fuchs,Marius,HSV,P,22,4,1,4,0,0.8,1.0,0,0,0,0,0,0,0,19/20,B
Oehler,Michael,ASV,LB,4,4,1,4,0,0.8,,999,0,0,0,3,0,0,19/20,B
Faith,Jan,AUE,rw,2,4,4,4,0,0.5,1.0,0,1,0,0,1,0,0,19/20,B
Paraschiv,Sebastian,AUE,CB,-9,4,3,4,0,0.5714,8.0,1,2,0,0,0,0,0,19/20,B
Schneider,Nico,AUE,LB,10,4,6,4,0,0.4,2.0,3,1,0,2,1,0,0,19/20,B
Braun,Nick,DOR,,18, 4 ,1,4,0,1.57,0.0,0,0,0,0,0,0,0,19/20,B
Lackovic,Blazenko,HSV,LB,20,3,1,3,0,0.75,,2,0,3,4,5,0,0,19/20,B
Klockmann,Dennis,VFL ,,24,3,2,3,0,0.6,1.0,1,0,0,0,0,0,0,19/20,B
Koloper,Branimir,FER,P,21,3,1,3,0,0.75,8.0,0,4,9,11,27,4,0,19/20,B
Boschen,Nils,SGB,P,23,3,1,3,0,0.75,0.0,1,0,2,1,4,0,0,19/20,B
Madert,Konstantin,TVE,GK,24,3,0,3,0,1.0,9.0,0,0,0,0,0,0,0,19/20,B
Wieser,Andreas,WÖW,GK,24,3,0,3,0,1.0,2.0,0,0,0,0,0,0,0,19/20,B
Voncina,Blaz,EIS,GK,22,3,0,3,0,1.0,8.0,0,0,0,0,1,0,0,19/20,B
Maier,Jonas,HSV ,GK,24,2,1,2,0,0.6667000000000001,8.0,999,0,0,0,0,0,0,19/20,B
Kropp,Andre,ASV,P,6,2,1,2,0,0.6667000000000001,1.0,1,0,2,0,3,0,0,19/20,B
Mallwitz,Marino,VFL,GK,24,2,0,2,0,1.0,1.0,0,0,0,0,0,0,0,19/20,B
Seidel,Malte,TUE,LB,14,2,2,2,0,0.5,2.0,0,3,2,3,1,0,0,19/20,B
Iffert,Hannes,EIS,P,10,2,1,2,0,0.6667000000000001,0.0,0,0,1,0,2,0,0,19/20,B
Boieck,Janis,DOR,GK,16,2,2,2,0,0.5,2.0,999,0,0,0,0,0,0,19/20,B
Meyer,Philipp,WÖW,P,14,2,6,2,0,0.25,2.0,0,4,8,5,13,0,0,19/20,B
Schauer,Franz,AUE,LB,6,2,4,2,0,0.3333,0.0,1,0,1,1,2,1,0,19/20,B
Busch,Pierre,GUM,RW,15, 2 ,0,2,0,1.0,5.0,999,0,0,0,1,0,0,19/20,B
Janus,Damian,KRF,P,18,2,1,2,0,0.6667000000000001,2.0,3,4,8,6,22,3,0,19/20,B
Cornelius,Nico,ELB,LW,2, 2 ,2,2,0,0.5,0.0,1,0,0,0,0,0,0,19/20,B
Urban,Mario,SGB ,Right Wing,7,2,2,2,0,0.5,0.0,0,0,0,0,0,0,0,19/20,B
Suljakovic,Anadin,AUE,GK,3,2,0,2,0,1.0,0.0,0,0,0,0,0,0,0,19/20,B
Laurenz Kluth,,TUE,CB,12,2,3,2,0,0.4,0.0,1,0,0,0,0,0,0,19/20,B
Kaage,Jan-Erik,HSV,LB,3,2,0,2,0,1.0,0.0,0,0,0,0,1,0,0,19/20,B
Mauch,Joel,KON,CB,1,2,1,0,2,0.6667000000000001,0.0,0,0,0,0,0,0,0,19/20,B
Puhl,Lucas,FER,GK,15,1.0,0,1,0,1.0,2.0,0,0,0,0,0,0,0,19/20,B
Huhnstock,Mario,ELB,GK,24,1,3,1,0,0.25,6.0,1,0,0,0,0,0,0,19/20,B
Poltrum,Konstantin,COB,GK,23,1,0,1,0,1.0,3.0,0,0,0,0,0,0,0,19/20,B
Muller,Jurgen,SGB,GK,23,1,0,1,0,1.0,4.0,0,0,0,0,0,0,0,19/20,B
Bartmann,Sven,DOR,GK,23,1,2,1,0,0.3333,10.0,0,0,0,0,0,0,0,19/20,B
Brustmann,Max,WÖW ,GK,24,1,2,1,0,0.3333,7.0,1,0,0,0,0,0,0,19/20,B
Hottgenroth,Tim,FER,,20,1,0,1,0,1.0,1.0,0,0,0,0,0,0,0,19/20,B
Topfer,Erik,AUE,GK,17,1,1,1,0,0.5,1.0,3,0,0,0,0,1,0,19/20,B
Edvardsson,Aron Rafn,HSV,GK,23,1,2,1,0,0.3333,7.0,1,1,0,0,1,0,0,19/20,B
Tatai,Peter,NLB ,GK,24,1,1,1,0,0.5,14.0,1,1,0,3,0,0,0,19/20,B
Hassferter,Michael,KON,GK,-24,1,1,1,0,0.5,9.0,0,0,0,0,1,0,0,19/20,B
Thomas,Heider,DOR,L_B,15,1,0,1,0,1.0,6.0,999,1,4,4,5,0,0,19/20,B
Spiekermann,David Mirko,ASV,LB,-6, 1 ,1,1,0,0.5,0.0,0,0,0,0,0,0,0,19/20,B
Rasimas,Vilius,AUE,GK,24,1,0,1,0,1.0,1.0,0,0,0,0,0,0,0,19/20,B
Weischer,Tim,TVE ,LW,22,1,1,1,0,0.5,0.0,1,0,1,0,2,0,0,19/20,B
Jepsen,Johannes,NLB,GK,21,1,1,1,0,0.5,1.0,0,1,0,0,0,0,0,19/20,B
Stammer,Frederik,KRF,GK,12,1,1,1,0,0.5,3.0,0,0,0,0,1,0,0,19/20,B
Gores,Tom,ELB,GK,22,1,0,1,0,1.0,1.0,2,0,0,0,0,0,0,19/20,B
Rubino Fernandez,Alex,ASV,LW,10,1,1,1,0,0.5,0.0,0,0,0,0,0,0,0,19/20,B
Lewandowski,Luca,TUE,LW,5,1.0,2,1,0,0.3333,0.0,0,0,0,0,0,0,0,19/20,B
Jockel,Patrick,TVH,P,2,1,1,1,0,0.5,0.0,0,0,0,0,0,0,0,19/20,B
Weber,Nikolai,TVH,GK,22,0,0,0,0,0.0,2.0,2,0,0,0,0,0,0,19/20,B
Puhle,Matthias,GUM,GK,22,0.0,0,0,0,0.0,8.0,1,0,0,0,0,0,0,19/20,B
Kulhanek,Jan,COB,GK,23,0,0,0,0,0.0,9.0,1,0,0,0,0,0,0,19/20,B
Bliss,Sebastian,TUE,GK,-23,0,0,0,0,0.0,4.0,1,0,0,0,0,0,0,19/20,B
Gorobtschuk,Stanislaw,EIS ,GK,7,0,0,0,0,0.0,,0,0,0,0,0,0,0,19/20,B
Hertlein,Felix,ASV ,GK,24,0,0,0,0,0.0,4.0,1,0,0,0,0,0,0,19/20,B
Plaue,Dominik,TVH,GK,20, 0 ,0,0,0,0.0,0.0,0,0,0,0,0,0,0,19/20,B
Wolf,Maximilian,KON,GK,19,0,0,0,0,0.0,1.0,0,0,0,0,0,0,0,19/20,B
Lange,Carsten,FER,RB,1, 0 ,0,0,0,0.0,0.0,0,0,0,0,0,0,0,19/20,B
Nippes,Stefan,KRF ,GK,3,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,19/20,B
Boese,Rene,ELB,RW,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,19/20,B
Keutmann,Paul,KRF,GK,8,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,19/20,B
Zimmermann,Max,KRF,LW,1,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,19/20,B
Musil,Radek,AUE,GK,17,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,19/20,B
Krechel,Oliver,ASV,GK,24,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,19/20,B
Paske,Maurice,TVE,GK,24,0,0,0,0,0.0,3.0,0,0,0,0,0,0,0,19/20,B
Genz,Fredrik,TUE,GK,23,0,0,0,0,0.0,,0,0,0,1,0,0,0,19/20,B
Toth,Norman,KRF,GK,24,0,0,0,0,0.0,,0,0,0,1,1,0,0,19/20,B
Potic,Nikola,VFL,RB,5,0,0,0,0,0.0,0.0,2,0,0,0,0,0,0,19/20,B
Toelke,Simon,KON,GK,21,0,0,0,0,0.0,1.0,0,0,0,0,0,0,0,19/20,B
Schneider,Florian,FER,RB,3,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,19/20,B
Apfel,Fabian,COB,GK,3,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,19/20,B
Van den Beucken,Mark,HSV,GK,15,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,19/20,B
Halfmann,Hendrik,DOR,GK,8,0,0,0,0,1.57,0.0,0,0,0,0,0,0,0,19/20,B
Hasenforther,Lasse,GUM,GK,2,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,19/20,B
Franke,Luis,WÖW,LB,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,19/20,B
Wullenweber,Finn,HSV,LB,1,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,19/20,B
Kokoszka,Marcel,HSV ,GK,20,0,0,0,0,0.0,1.0,0,0,0,0,0,0,0,19/20,B
Dahmen,Cornelius,DOR,GK,3,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,19/20,B
Urban,Lukas,SGB,LB,6,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,19/20,B
Ivic,Filip,GUM,GK,24,0,0,0,0,0.0,3.0,0,0,0,0,0,0,0,19/20,B
Mohs,Max,ELB,GK,6,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,19/20,B
Michel,Linus,FER,CB,5,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,19/20,B
Borchert,Julian,TUE ,GK,2,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,19/20,B
Ingenpass,Niklas,TUE,,3,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,19/20,B
Grzesinski,Mats,NLB ,GK,4,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,19/20,B
Bohne,Simon,TVH,GK,10,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,19/20,B
Alaj,Armend,EIS,RW,7,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,19/20,B
Roth,Niklas,TVH,LB,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,19/20,B
Belter,Simon,TVH,RW_,8,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,19/20,B
Preller,Max,COB,LW,5,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,19/20,B
Uth,Till Bastian,TVH,,5,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,19/20,B
Dreyer,Paul,KRF,,5,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,19/20,B
Kiesler,Tom,GUM,LB,3,0.0,0,0,0,1.57,0.0,0,0,0,0,0,0,0,19/20,B
Reimer,Jan,DOR,RW,10,0,0,0,0,0.0,0.0,0,1,0,0,1,0,0,19/20,B
Mircic,Matija,DOR,CB,3,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,19/20,B
Perey,Oliver,GUM,P,1, 0 ,0,0,0,0.0,0.0,0,0,0,0,0,0,0,19/20,B
Noack,Marius,EIS,GK,6,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,19/20,B
Karic,Denis,EIS,GK,15,0,0,0,0,0.0,1.0,1,0,0,1,0,0,0,19/20,B
Durica,Marin,FER,GK,22,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,19/20,B
Lucke,Ole,TVE,GK,9,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,19/20,B
Kozubik,Vojta,AUE,RB,9,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0,19/20,B
Leubner,Jonas,AUE,LB,5,0.0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,19/20,B
Potratz,Mattis,VFL,LW,1,0,0,0,0,0.0,0.0,0,0,1,0,0,0,0,19/20,B
Fanger,Julius,GUM,CB,8,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,19/20,B
Mustafic,Dino,COB,CB,3,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,19/20,B
Brune,Julius,NLB,P,2,0,0,0,0,0.0,,0,0,0,0,0,0,0,19/20,B
Kinanah,Ali,DOR,LB,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,19/20,B
Kirschner,Tristan,TVH,RW,8,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0,19/20,B
Muller,Jorg,TVH,RB,6,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,19/20,B
Hagen,Melf,VFL ,CB,2,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,19/20,B
Bochmann,Pascal,AUE,GK,6,0,0,0,0,0.0,1.0,0,0,0,0,0,0,0,19/20,B
Wellner,Leon,ELB,P,2,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,19/20,B
Bader,Jona,SGB,RW,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,19/20,B
Reich,Lucas,SGB,GK,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,19/20,B
Mast,Tim,DOR,LW,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,19/20,B
Johannmeyer,Fynn,DOR,RB,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,19/20,B
Fehr,Andreas,EIS,GK,2,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,19/20,B
Barth,Dario,FER,LW,1, 0 ,0,0,0,0.0,0.0,0,0,0,0,0,0,0,19/20,B
Haseler,Mathis,GUM,RW,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,19/20,B
Schafer,Christian,SGB,RW,34,234,74,131,103,1.57,9.0,5,13,1,0,3,1,0,20/21,B
Skroblien,Tom,NLB,LW,35,216,76,130,86,0.7397,20.0,9,14,1,4,4,0,0,20/21,B
Wucherpfennig,Lukas,ELB,RW,36,209,51,122,87,0.8038,6.0,9,12,0,2,3,1,0,20/21,B
Weller,Niklas,HSV,P,33,206,61,117,89,0.7715000000000001,8.0,25,4,17,12,31,4,0,20/21,B
Wesseling,Sven,TVE,LB,35,205,135,158,47,0.6029,100.0,54,13,10,10,16,0,0,20/21,B
Savvas,Savvas,TVG,,32, 189 ,142,167,22,0.5710000000000001,65.0,44,10,7,4,9,0,0,20/21,B
Kammlodt,Adrian,AUE,LB,36,186,160,185,1,0.5376,88.0,54,6,4,8,10,0,0,20/21,B
Bornhorn,Bengt,AUE,P,35,183,46,94,89,0.7990999999999999,2.0,30,1,1,1,4,0,0,20/21,B
Kolodziej,Falk,FFB,,35,183,127,124,59,0.5903,131.0,999,19,5,10,18,1,0,20/21,B
Gress,Sebastian,ELB,CB,35,178.0,103,178,0,0.6335000000000001,122.0,33,7,13,4,5,0,0,20/21,B
Delic,Vedran,WHV,LW,34,178,66,93,85,0.7295,10.0,10,6,0,7,11,1,0,20/21,B
Hrstka,Jakub,DES,LW,32,173,55,123,50,0.7587999999999999,,12,5,1,1,7,0,0,20/21,B
Huesmann,Fabian,ASV,LW,33,162,55,86,76,0.7465,4.0,13,5,9,3,10,1,0,20/21,B
Wolf,Tom,KON,lb,25,162,91,97,65,0.6403,71.0,37,3,10,9,2,0,0,20/21,B
Lindskog Andersson,Julius,VFL,CB,36,162,102,86,76,0.6136,94.0,45,0,1,2,5,0,0,20/21,B
Tissier,Leif,HSV,CB,-35,161,72,161,0,0.691,95.0,41,24,1,4,5,0,0,20/21,B
Eres,Josip,FER,rw,36,159,54,94,65,0.7465,5.0,20,7,0,4,2,1,0,20/21,B
Genz,Jo Gerrit,ASV,RB,36,158,101,154,4,0.61,45.0,21,5,7,7,13,1,0,20/21,B
Richter,Benjamin,DOR ,CB,36,156,81,67,89,0.6581999999999999,43.0,34,6,0,0,0,0,0,20/21,B
Snajder,Ivan,EIS,LW,36,155,62,116,39,0.7143,25.0,999,10,7,16,18,0,0,20/21,B
